date,region,category,units,unit_price
2026-07-19,emea,services,1,451.3
2026-07-20,emea,support,12,351.91
2026-07-20,apac,software,26,721.27
2026-07-21,apac,software,40,729.47
2026-07-21,amer,services,37,488.97
2026-07-22,emea,services,39,830.64
2026-07-22,apac,software,31,858.33
2026-07-23,apac,services,33,674.28
2026-07-23,emea,hardware,11,199.89
2026-07-24,amer,training,5,882.97
2026-07-24,amer,hardware,2,349.16
2026-07-24,emea,services,31,207.19
2026-07-24,amer,services,29,602.09
2026-07-24,apac,services,33,769.86
2026-07-24,apac,training,26,54.73
2026-07-25,amer,hardware,36,334.32
2026-07-25,emea,hardware,18,726.21
2026-07-25,emea,software,6,794.77
2026-07-25,apac,software,31,222.82
2026-07-25,amer,support,40,246.5
2026-07-26,amer,software,19,551.09
2026-07-26,amer,hardware,39,269.0
2026-07-26,amer,software,26,457.12
2026-07-26,apac,software,17,409.88
2026-07-26,apac,training,19,690.35
2026-07-26,apac,support,14,650.09
2026-07-27,emea,hardware,6,461.02
2026-07-27,emea,support,39,390.85
2026-07-28,emea,software,40,615.11
2026-07-28,amer,software,20,75.05
2026-07-01,apac,software,29,333.9
2026-07-01,emea,hardware,13,799.63
2026-07-01,amer,services,37,406.22
2026-07-01,amer,support,20,341.01
2026-07-02,amer,hardware,23,598.01
2026-07-02,apac,training,6,163.47
2026-07-03,emea,services,18,80.28
2026-07-03,emea,software,30,216.03
2026-07-03,apac,hardware,3,255.31
2026-07-04,amer,support,20,509.4
2026-07-04,amer,hardware,16,248.13
2026-07-04,amer,training,30,686.72
2026-07-04,emea,services,36,166.49
2026-07-04,emea,support,26,171.53
2026-07-05,amer,support,34,406.69
2026-07-05,amer,software,15,211.72
2026-07-06,amer,software,3,524.64
2026-07-06,emea,software,26,253.82
2026-07-06,apac,services,15,32.49
2026-07-06,emea,services,35,727.0
2026-07-06,amer,support,28,339.89
2026-07-07,amer,software,29,361.0
2026-07-07,emea,services,10,318.87
2026-07-07,amer,services,5,235.42
2026-07-07,apac,hardware,8,618.12
2026-07-08,emea,support,22,176.35
2026-07-08,emea,hardware,18,280.09
2026-07-08,amer,software,2,864.01
2026-07-09,emea,services,22,311.03
2026-07-09,amer,training,24,455.05
2026-07-09,amer,software,12,237.0
2026-07-10,apac,services,37,595.45
2026-07-10,amer,services,28,398.84
2026-07-10,amer,training,24,309.84
2026-07-11,emea,training,31,641.73
2026-07-11,apac,training,35,609.69
2026-07-11,emea,support,29,657.7
2026-07-12,emea,hardware,11,682.36
2026-07-12,apac,software,10,266.3
2026-07-12,emea,services,12,675.73
2026-07-12,apac,services,23,66.67
2026-07-12,emea,training,21,639.71
2026-07-12,amer,services,3,423.45
2026-07-13,amer,support,30,270.23
2026-07-13,emea,software,3,666.47
2026-07-13,emea,support,32,569.75
2026-07-13,apac,services,8,205.1
2026-07-13,amer,software,39,307.38
2026-07-14,apac,services,10,682.18
2026-07-14,amer,software,3,803.16
2026-07-14,amer,services,32,478.2
2026-07-14,apac,support,17,706.39
2026-07-14,amer,software,10,80.9
2026-07-15,amer,hardware,38,741.96
2026-07-15,amer,services,17,583.91
2026-07-15,emea,services,2,207.84
2026-07-15,emea,training,33,393.61
2026-07-15,amer,software,23,519.86
2026-07-16,apac,hardware,28,617.2
2026-07-16,emea,training,16,215.11
2026-07-16,amer,software,36,93.76
2026-07-16,emea,services,5,11.33
2026-07-16,apac,hardware,12,141.34
2026-07-16,apac,software,25,259.07
2026-07-17,emea,software,38,502.95
2026-07-17,amer,hardware,7,372.89
2026-07-17,amer,software,35,832.64
2026-07-17,apac,software,15,692.86
2026-07-17,emea,hardware,35,723.27
2026-07-17,apac,training,3,31.17
2026-07-18,emea,software,24,35.86
2026-07-18,apac,hardware,40,665.96
2026-07-19,apac,support,39,109.96
2026-07-19,emea,training,4,703.06
2026-07-19,amer,training,6,424.68
2026-07-19,emea,software,17,244.07
2026-07-19,amer,services,31,334.07
2026-07-20,amer,training,37,783.28
2026-07-20,amer,support,2,385.77
2026-07-20,apac,support,29,455.98
2026-07-20,amer,support,32,275.61
2026-07-21,amer,software,27,180.04
2026-07-21,apac,services,37,243.16
2026-07-21,amer,services,32,386.95
2026-07-21,emea,hardware,13,338.95
2026-08-22,apac,software,2,482.42
2026-08-22,emea,software,8,210.09
2026-08-22,apac,support,12,760.66
2026-08-22,apac,support,16,598.3
2026-08-22,amer,hardware,33,227.77
2026-08-22,emea,software,12,576.16
2026-08-23,amer,services,1,840.67
2026-08-23,amer,hardware,8,281.31
2026-08-23,apac,support,19,129.9
2026-08-23,amer,training,21,357.82
2026-08-24,emea,software,28,744.51
2026-08-24,emea,hardware,9,433.42
2026-08-24,amer,hardware,33,788.98
2026-08-24,amer,training,31,86.97
2026-08-24,amer,training,3,394.35
2026-08-25,apac,hardware,12,754.38
2026-08-25,apac,software,6,380.65
2026-08-25,emea,services,39,513.49
2026-08-26,amer,services,22,449.61
2026-08-26,apac,hardware,1,173.2
2026-08-26,emea,training,29,108.76
2026-08-27,emea,services,36,821.43
2026-08-27,emea,training,24,820.97
2026-08-27,apac,hardware,20,696.84
2026-08-27,apac,services,18,389.75
2026-08-27,emea,training,13,404.03
2026-08-28,apac,services,15,449.9
2026-08-28,emea,services,14,371.3
2026-08-01,apac,training,17,718.72
2026-08-01,amer,support,15,234.86
2026-08-02,apac,hardware,34,114.81
2026-08-02,amer,software,24,33.83
2026-08-02,amer,software,12,873.41
2026-08-02,emea,hardware,38,340.96
2026-08-02,amer,hardware,35,595.68
2026-08-02,apac,support,8,50.27
2026-08-03,apac,services,31,402.95
2026-08-03,emea,services,31,402.12
2026-08-04,apac,support,14,139.95
2026-08-04,apac,support,6,509.27
2026-08-04,amer,services,31,783.63
2026-08-04,apac,hardware,9,702.31
2026-08-05,amer,training,30,334.75
2026-08-05,apac,support,24,327.23
2026-08-05,amer,software,24,187.22
2026-08-05,emea,training,1,626.65
2026-08-05,amer,support,12,276.28
2026-08-05,emea,software,3,19.66
2026-08-06,apac,support,23,537.71
2026-08-06,apac,services,28,339.87
2026-08-06,emea,software,33,703.35
2026-08-06,amer,services,1,812.94
2026-08-06,emea,training,40,260.35
2026-08-07,apac,services,5,357.72
2026-08-07,apac,support,39,159.7
2026-08-07,apac,software,31,480.54
2026-08-07,apac,hardware,13,726.61
2026-08-07,apac,hardware,24,701.1
2026-08-08,emea,hardware,37,532.4
2026-08-08,emea,support,16,240.51
2026-08-08,apac,hardware,1,221.01
2026-08-08,amer,training,16,153.56
2026-08-08,emea,support,14,549.09
2026-08-09,apac,software,28,740.4
2026-08-09,amer,services,5,10.86
2026-08-09,emea,services,16,65.6
2026-08-10,amer,software,4,385.09
2026-08-10,emea,software,23,380.92
2026-08-10,emea,hardware,16,41.77
2026-08-10,apac,support,10,721.06
2026-08-10,apac,hardware,27,876.7
2026-08-10,emea,services,6,500.2
2026-08-11,amer,support,38,720.46
2026-08-11,emea,services,1,292.0
2026-08-12,amer,services,9,194.48
2026-08-12,apac,services,14,619.33
2026-08-13,apac,services,33,424.18
2026-08-13,amer,software,8,146.66
2026-08-13,amer,hardware,14,334.94
2026-08-13,amer,hardware,12,193.93
2026-08-14,amer,services,8,520.42
2026-08-14,amer,software,23,374.75
2026-08-14,emea,training,29,347.86
2026-08-15,amer,services,5,419.73
2026-08-15,amer,services,1,680.05
2026-08-15,emea,training,5,855.71
2026-08-15,amer,support,7,755.86
2026-08-16,apac,training,22,721.75
2026-08-16,apac,software,5,52.96
2026-08-17,emea,hardware,37,595.62
2026-08-17,apac,software,6,384.07
2026-08-18,apac,support,27,509.91
2026-08-18,apac,support,21,489.76
2026-08-19,amer,services,11,31.08
2026-08-19,emea,hardware,19,761.34
2026-08-19,emea,software,24,756.71
2026-08-19,apac,services,11,302.44
2026-08-19,apac,services,8,459.26
2026-08-20,apac,support,38,864.27
2026-08-20,emea,services,32,714.3
2026-08-20,emea,services,27,213.91
2026-08-21,emea,services,33,421.98
2026-08-21,amer,hardware,25,888.62
2026-08-21,emea,software,27,116.9
2026-08-22,emea,hardware,21,174.75
2026-08-22,apac,services,25,387.62
2026-08-23,emea,hardware,3,774.21
2026-08-23,apac,services,9,601.46
2026-08-23,apac,support,10,66.69
2026-08-23,apac,software,4,32.32
2026-08-23,emea,hardware,11,236.09
2026-08-23,apac,software,21,515.49
2026-08-24,amer,hardware,23,254.22
2026-08-24,emea,training,26,690.43
2026-08-24,amer,training,32,464.06
2026-08-24,apac,training,21,491.11
2026-09-25,apac,hardware,19,29.75
2026-09-25,apac,services,36,318.22
2026-09-25,amer,training,5,435.02
2026-09-26,emea,hardware,20,710.28
2026-09-26,amer,services,35,853.01
2026-09-26,apac,software,9,576.57
2026-09-26,apac,support,34,540.22
2026-09-27,emea,training,22,340.26
2026-09-27,amer,services,26,377.77
2026-09-27,amer,training,29,307.11
2026-09-27,emea,hardware,25,171.61
2026-09-28,amer,support,15,720.92
2026-09-28,amer,software,10,445.26
2026-09-28,emea,training,25,515.67
2026-09-28,amer,services,34,210.3
2026-09-28,amer,software,28,250.39
2026-09-01,emea,services,10,28.41
2026-09-01,amer,services,17,591.42
2026-09-01,emea,services,19,810.2
2026-09-01,apac,software,4,175.14
2026-09-02,apac,hardware,9,743.73
2026-09-02,amer,training,32,742.46
2026-09-02,amer,training,26,785.82
2026-09-02,amer,support,16,138.92
2026-09-03,amer,support,23,204.15
2026-09-03,apac,services,10,595.31
2026-09-03,apac,support,18,170.78
2026-09-04,emea,services,21,796.0
2026-09-04,emea,software,40,75.57
2026-09-05,apac,training,28,799.16
2026-09-05,apac,software,7,330.43
2026-09-05,amer,hardware,20,798.52
2026-09-05,apac,hardware,29,359.76
2026-09-06,amer,support,15,581.82
2026-09-06,apac,software,39,679.77
2026-09-06,emea,support,15,513.36
2026-09-06,amer,support,40,395.37
2026-09-07,amer,hardware,14,873.28
2026-09-07,apac,hardware,31,759.26
2026-09-07,amer,support,23,696.48
2026-09-07,emea,support,19,835.07
2026-09-07,apac,hardware,31,839.44
2026-09-08,apac,software,7,207.6
2026-09-08,apac,software,20,67.16
2026-09-08,apac,training,30,608.17
2026-09-09,apac,hardware,19,510.62
2026-09-09,amer,support,6,210.19
2026-09-09,emea,software,35,790.06
2026-09-09,apac,software,34,682.05
2026-09-09,emea,support,33,238.56
2026-09-09,emea,hardware,30,749.63
2026-09-10,emea,software,38,692.42
2026-09-10,apac,software,25,696.98
2026-09-11,apac,support,20,190.59
2026-09-11,emea,training,36,381.38
2026-09-12,amer,training,15,787.0
2026-09-12,emea,software,29,35.38
2026-09-12,emea,training,23,126.72
2026-09-12,emea,support,27,115.74
2026-09-12,apac,hardware,40,563.59
2026-09-13,emea,hardware,6,237.11
2026-09-13,amer,training,21,784.12
2026-09-13,amer,training,33,386.0
2026-09-14,apac,services,16,175.05
2026-09-14,emea,training,37,131.97
2026-09-14,apac,training,18,667.34
2026-09-14,apac,hardware,20,666.31
2026-09-14,emea,software,18,158.57
2026-09-15,apac,hardware,35,202.9
2026-09-15,amer,software,6,352.82
2026-09-15,emea,hardware,24,21.44
2026-09-15,amer,software,40,672.26
2026-09-16,emea,services,20,691.66
2026-09-16,amer,software,13,700.25
2026-09-16,emea,training,40,806.88
2026-09-16,amer,services,16,371.18
2026-09-16,emea,support,25,76.54
2026-09-16,apac,software,22,546.87
2026-09-17,emea,software,36,662.76
2026-09-17,apac,hardware,30,399.51
2026-09-17,amer,software,21,860.12
2026-09-17,apac,support,9,118.19
2026-09-18,emea,hardware,21,299.89
2026-09-18,emea,services,27,580.37
2026-09-18,emea,hardware,22,425.63
2026-09-19,amer,hardware,26,142.82
2026-09-19,emea,support,29,322.73
2026-09-19,amer,hardware,36,580.74
2026-09-20,amer,training,30,223.44
2026-09-20,amer,hardware,1,712.15
2026-09-20,emea,services,20,210.37
2026-09-21,apac,support,24,523.85
2026-09-21,apac,software,37,242.85
2026-09-21,amer,software,2,384.58
2026-09-21,emea,hardware,14,268.77
2026-09-21,emea,support,39,203.44
2026-09-21,emea,training,2,58.3
2026-09-22,emea,services,10,829.93
2026-09-22,amer,services,9,142.1
2026-09-22,amer,support,18,232.18
2026-09-22,amer,services,1,181.13
2026-09-23,apac,services,1,569.98
2026-09-23,emea,hardware,9,383.22
2026-09-23,apac,training,3,879.11
2026-09-24,emea,services,2,677.29
2026-09-24,apac,training,20,276.87
2026-09-24,amer,services,40,497.18
2026-09-24,amer,support,38,449.24
2026-09-24,amer,services,6,68.22
2026-09-25,apac,software,24,708.24
2026-09-25,amer,hardware,27,207.1
2026-09-25,emea,hardware,20,212.3
2026-09-25,apac,services,22,210.06
2026-09-25,emea,support,1,505.75
2026-09-25,emea,support,40,694.21
2026-09-26,amer,support,25,697.5
2026-09-26,apac,software,7,475.55
2026-09-26,amer,services,34,162.72
2026-09-26,apac,hardware,32,750.73
2026-09-27,apac,support,35,32.31
2026-09-27,emea,training,40,58.22
2026-10-28,emea,training,9,808.29
2026-10-28,amer,training,3,429.82
2026-10-28,emea,training,10,824.73
2026-10-01,apac,training,4,768.81
2026-10-01,apac,software,25,38.14
2026-10-01,emea,software,30,343.34
2026-10-01,apac,services,19,243.87
2026-10-01,amer,hardware,5,775.76
2026-10-02,apac,training,6,689.19
2026-10-02,amer,services,25,719.18
2026-10-02,emea,training,26,348.94
2026-10-02,emea,training,5,748.95
2026-10-02,emea,training,21,263.97
2026-10-03,amer,training,40,68.46
2026-10-03,apac,training,19,739.21
2026-10-04,apac,software,34,411.87
2026-10-04,apac,software,11,569.95
2026-10-04,apac,services,33,532.28
2026-10-05,amer,support,15,259.87
2026-10-05,amer,training,25,634.25
2026-10-05,amer,hardware,21,506.88
2026-10-05,emea,training,11,21.22
2026-10-05,apac,training,4,691.47
2026-10-05,emea,support,27,798.54
2026-10-06,emea,support,35,733.14
2026-10-06,apac,services,8,362.68
2026-10-06,amer,software,10,287.81
2026-10-06,amer,hardware,24,323.89
2026-10-06,amer,hardware,22,225.27
2026-10-06,emea,training,16,564.15
2026-10-07,apac,support,13,64.0
2026-10-07,emea,hardware,10,476.08
2026-10-07,emea,hardware,37,887.58
2026-10-08,amer,support,17,490.46
2026-10-08,apac,services,4,839.21
2026-10-08,apac,support,37,322.76
2026-10-08,emea,hardware,30,799.39
2026-10-09,apac,software,36,238.1
2026-10-09,amer,hardware,33,565.75
2026-10-09,emea,support,35,262.14
2026-10-09,amer,training,26,334.15
2026-10-09,emea,software,35,774.0
2026-10-10,amer,services,32,146.04
2026-10-10,emea,training,3,219.18
2026-10-10,amer,hardware,4,197.2
2026-10-10,emea,software,33,562.89
2026-10-10,amer,training,23,348.85
2026-10-10,amer,hardware,31,825.91
2026-10-11,apac,training,20,97.71
2026-10-11,amer,services,30,58.17
2026-10-11,apac,training,14,479.63
2026-10-11,apac,training,33,272.08
2026-10-11,amer,hardware,21,454.16
2026-10-12,apac,software,11,503.15
2026-10-12,amer,training,11,290.94
2026-10-13,amer,services,11,277.01
2026-10-13,amer,software,22,112.79
2026-10-13,emea,support,37,475.13
2026-10-14,amer,training,29,638.27
2026-10-14,emea,software,21,537.83
2026-10-14,amer,software,4,47.05
2026-10-15,apac,support,39,238.41
2026-10-15,amer,support,24,300.79
2026-10-15,apac,hardware,13,689.35
2026-10-16,amer,services,26,874.21
2026-10-16,emea,hardware,7,114.82
2026-10-16,apac,support,32,691.55
2026-10-16,emea,training,5,650.74
2026-10-16,emea,hardware,22,751.9
2026-10-17,apac,services,21,111.68
2026-10-17,emea,support,38,851.2
2026-10-17,apac,training,33,323.18
2026-10-17,apac,support,22,569.9
2026-10-18,amer,services,19,531.19
2026-10-18,amer,software,10,789.51
2026-10-18,emea,training,6,770.24
2026-10-19,amer,training,15,468.7
2026-10-19,amer,services,15,151.5
2026-10-19,apac,support,37,249.34
2026-10-19,emea,hardware,19,765.18
2026-10-19,amer,software,15,208.75
2026-10-20,emea,hardware,35,758.06
2026-10-20,emea,training,17,567.83
2026-10-20,apac,services,39,747.16
2026-10-21,apac,training,38,581.11
2026-10-21,amer,training,24,288.18
2026-10-21,apac,services,13,557.55
2026-10-22,emea,hardware,11,401.3
2026-10-22,apac,services,11,258.49
2026-10-22,apac,support,11,246.63
2026-10-23,amer,support,22,44.13
2026-10-23,apac,support,14,698.19
2026-10-23,apac,hardware,22,439.67
2026-10-23,apac,services,1,846.82
2026-10-23,amer,training,40,817.9
2026-10-23,amer,support,35,750.37
2026-10-24,emea,hardware,17,273.31
2026-10-24,amer,training,12,885.73
2026-10-25,amer,hardware,16,492.19
2026-10-25,apac,services,15,798.29
2026-10-25,apac,services,4,272.29
2026-10-25,emea,services,2,553.09
2026-10-25,amer,hardware,4,879.98
2026-10-25,apac,support,31,887.88
2026-10-26,amer,services,5,240.63
2026-10-26,emea,hardware,17,588.84
2026-10-27,emea,software,23,593.08
2026-10-27,emea,training,3,276.4
2026-10-27,apac,services,28,700.21
2026-10-27,apac,support,27,824.37
2026-10-27,apac,services,29,155.26
2026-10-28,emea,hardware,28,175.81
2026-10-28,emea,services,15,601.66
2026-10-28,amer,hardware,27,161.69
2026-10-01,apac,hardware,30,130.54
2026-10-01,emea,services,7,838.62
2026-10-02,emea,software,12,335.17
2026-10-02,amer,training,9,803.09
2026-10-02,apac,services,32,543.17
2026-10-02,emea,hardware,30,857.3
2026-10-02,emea,training,9,648.53
2026-10-02,amer,software,10,369.54
2026-11-03,amer,support,11,343.23
2026-11-03,amer,hardware,21,506.16
2026-11-03,amer,software,10,755.59
2026-11-03,amer,services,27,738.79
2026-11-03,emea,software,33,595.47
2026-11-04,apac,services,21,231.37
2026-11-04,amer,hardware,13,214.76
2026-11-05,amer,support,37,489.28
2026-11-05,amer,services,6,104.41
2026-11-05,apac,support,3,102.44
2026-11-05,amer,training,30,591.38
2026-11-05,emea,support,29,350.21
2026-11-06,emea,software,30,225.61
2026-11-06,apac,services,32,339.21
2026-11-06,apac,software,8,539.98
2026-11-06,apac,hardware,24,487.39
2026-11-06,amer,hardware,33,114.65
2026-11-06,emea,training,30,786.68
2026-11-07,apac,services,16,262.76
2026-11-07,apac,services,7,234.65
2026-11-07,emea,software,23,141.13
2026-11-07,amer,services,19,186.43
2026-11-08,apac,hardware,17,56.28
2026-11-08,apac,services,5,721.74
2026-11-08,emea,training,35,239.54
2026-11-08,apac,services,29,282.12
2026-11-08,apac,training,25,328.02
2026-11-08,amer,software,29,281.11
2026-11-09,emea,software,15,357.75
2026-11-09,emea,services,28,277.46
2026-11-09,emea,hardware,32,154.32
2026-11-09,emea,support,28,430.69
2026-11-10,amer,services,28,463.93
2026-11-10,emea,services,20,599.32
2026-11-10,apac,support,26,235.92
2026-11-11,apac,software,16,381.99
2026-11-11,apac,services,18,372.22
2026-11-12,amer,services,37,395.99
2026-11-12,emea,training,21,755.78
2026-11-13,amer,support,23,583.71
2026-11-13,apac,software,36,155.53
2026-11-13,emea,services,16,562.35
2026-11-14,emea,services,3,158.25
2026-11-14,amer,hardware,1,782.0
2026-11-14,emea,training,13,668.29
2026-11-15,apac,hardware,33,42.88
2026-11-15,amer,hardware,29,401.0
2026-11-15,apac,services,25,431.99
2026-11-15,emea,software,35,29.99
2026-11-16,emea,hardware,10,784.63
2026-11-16,apac,software,7,234.82
2026-11-16,amer,software,5,474.14
2026-11-16,amer,support,11,277.1
2026-11-16,apac,software,17,678.92
2026-11-16,apac,services,13,580.1
2026-11-17,apac,services,29,800.4
2026-11-17,apac,hardware,7,765.4
2026-11-18,apac,software,28,359.39
2026-11-18,apac,hardware,12,381.26
2026-11-18,apac,hardware,10,315.75
2026-11-18,emea,hardware,32,828.51
2026-11-18,amer,software,18,380.44
2026-11-18,emea,software,15,854.4
2026-11-19,emea,software,30,533.06
2026-11-19,amer,software,1,734.02
2026-11-19,amer,training,21,120.47
2026-11-19,amer,training,22,223.56
2026-11-20,apac,hardware,9,278.09
2026-11-20,apac,software,10,535.75
2026-11-20,apac,support,25,132.48
2026-11-20,amer,hardware,29,530.17
2026-11-21,amer,support,11,40.39
2026-11-21,apac,support,26,705.61
2026-11-21,amer,software,4,91.64
2026-11-21,apac,training,11,439.65
2026-11-21,apac,services,5,325.99
2026-11-21,emea,support,35,741.35
2026-11-22,emea,training,32,796.44
2026-11-22,emea,support,26,824.54
2026-11-22,apac,support,13,886.02
2026-11-22,amer,training,18,612.42
2026-11-23,amer,services,19,325.28
2026-11-23,apac,hardware,13,352.72
2026-11-23,emea,services,14,447.88
2026-11-24,amer,hardware,36,62.01
2026-11-24,apac,software,27,128.1
2026-11-24,emea,services,33,453.7
2026-11-24,emea,support,18,432.02
2026-11-25,apac,support,11,69.05
2026-11-25,amer,hardware,16,418.52
2026-11-26,apac,training,35,844.24
2026-11-26,apac,software,38,492.5
2026-11-26,apac,hardware,40,429.0
2026-11-26,apac,hardware,15,511.77
2026-11-27,amer,services,21,830.53
2026-11-27,amer,hardware,16,182.09
2026-11-27,emea,services,31,111.47
2026-11-27,emea,hardware,28,146.68
2026-11-27,amer,services,32,356.59
2026-11-28,emea,hardware,34,125.11
2026-11-28,emea,software,9,458.26
2026-11-28,emea,software,35,417.17
2026-11-01,emea,hardware,1,668.97
2026-11-01,apac,training,27,236.12
2026-11-01,apac,software,24,829.08
2026-11-02,emea,services,5,276.89
2026-11-02,apac,hardware,19,768.65
2026-11-02,emea,support,28,769.08
2026-11-02,apac,support,30,120.14
2026-11-02,apac,support,17,412.76
2026-11-02,emea,training,37,187.15
2026-11-03,apac,software,22,297.14
2026-11-03,apac,support,26,298.27
2026-11-03,emea,services,3,49.2
2026-11-04,amer,support,22,542.96
2026-11-04,apac,services,16,682.32
2026-11-04,amer,software,39,60.95
2026-11-04,emea,software,26,783.1
2026-11-04,emea,software,17,42.06
2026-11-04,apac,software,28,616.98
2026-11-05,amer,services,12,616.25
2026-11-05,amer,hardware,37,199.86
2026-11-05,emea,services,1,885.79
2026-11-05,apac,services,12,654.72
2026-11-05,apac,hardware,12,783.78
2026-11-05,amer,support,16,753.56
2026-12-06,apac,support,27,336.84
2026-12-06,amer,training,36,727.11
2026-12-07,apac,training,36,166.03
2026-12-07,emea,training,4,643.26
2026-12-07,emea,support,38,146.34
2026-12-07,amer,services,26,268.33
2026-12-07,emea,support,12,627.09
2026-12-08,apac,software,6,169.19
2026-12-08,apac,training,14,710.35
2026-12-08,emea,support,14,141.61
2026-12-08,emea,hardware,37,577.62
2026-12-09,apac,services,9,771.74
2026-12-09,amer,training,27,380.35
2026-12-10,apac,software,10,888.22
2026-12-10,emea,support,24,56.79
2026-12-10,amer,services,40,254.54
2026-12-10,amer,hardware,35,666.26
2026-12-11,amer,support,22,111.58
2026-12-11,emea,support,39,246.15
2026-12-12,apac,support,32,799.36
2026-12-12,apac,software,37,191.29
2026-12-12,apac,services,15,111.5
2026-12-12,emea,hardware,2,413.59
2026-12-13,apac,software,1,625.02
2026-12-13,emea,software,4,746.38
2026-12-13,emea,software,21,584.43
2026-12-14,amer,software,26,757.24
2026-12-14,apac,hardware,37,197.97
2026-12-14,emea,software,40,558.27
2026-12-14,amer,software,29,712.57
2026-12-14,amer,hardware,10,249.44
2026-12-15,apac,training,22,87.56
2026-12-15,amer,hardware,1,594.47
2026-12-16,apac,software,20,630.28
2026-12-16,emea,software,1,639.09
2026-12-16,emea,support,26,278.49
2026-12-16,apac,software,33,443.4
2026-12-16,apac,hardware,1,636.91
2026-12-17,amer,hardware,34,767.64
2026-12-17,emea,training,31,53.64
2026-12-17,amer,services,7,527.17
2026-12-17,emea,software,31,160.63
2026-12-17,amer,services,32,398.2
2026-12-17,emea,training,22,540.44
2026-12-18,amer,support,18,770.03
2026-12-18,emea,training,22,309.21
2026-12-18,emea,training,2,851.19
2026-12-18,apac,software,37,378.02
2026-12-18,amer,services,32,259.47
2026-12-19,apac,software,36,788.49
2026-12-19,apac,software,25,245.08
2026-12-20,apac,software,13,806.47
2026-12-20,apac,training,4,336.79
2026-12-21,emea,training,28,785.05
2026-12-21,apac,software,39,600.79
2026-12-21,emea,support,35,132.0
2026-12-21,amer,training,20,144.79
2026-12-21,amer,software,25,104.99
2026-12-21,apac,hardware,36,504.34
2026-12-22,apac,hardware,12,625.71
2026-12-22,apac,hardware,32,821.51
2026-12-22,amer,services,1,621.53
2026-12-22,emea,software,31,254.75
2026-12-23,emea,hardware,36,249.28
2026-12-23,amer,training,23,531.37
2026-12-23,amer,training,30,419.37
2026-12-23,emea,hardware,5,177.24
2026-12-23,emea,hardware,32,682.32
2026-12-23,apac,services,23,708.31
2026-12-24,amer,support,27,666.27
2026-12-24,amer,training,30,52.26
2026-12-24,amer,training,1,259.76
2026-12-24,emea,training,12,135.53
2026-12-24,emea,training,23,433.87
2026-12-25,amer,training,18,244.23
2026-12-25,emea,training,4,478.97
2026-12-26,amer,hardware,16,357.21
2026-12-26,apac,hardware,15,155.58
2026-12-26,emea,training,10,321.88
2026-12-26,emea,software,32,808.61
2026-12-26,amer,services,4,89.5
2026-12-26,apac,services,19,725.03
2026-12-27,amer,software,1,419.6
2026-12-27,amer,services,5,206.7
2026-12-27,apac,training,33,639.26
2026-12-27,apac,training,4,726.35
2026-12-27,amer,hardware,15,579.64
2026-12-27,emea,software,10,769.18
2026-12-28,amer,support,5,566.39
2026-12-28,amer,support,28,33.68
2026-12-28,apac,training,19,600.33
2026-12-01,emea,hardware,38,157.98
2026-12-01,amer,services,15,47.12
2026-12-01,emea,software,40,489.38
2026-12-01,apac,support,37,624.91
